source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
3294429586086462848,73.72405121676421,10.150263870053438,27.006698257577813,40.78252342076666,-128.34468332078507,1.4771502,4.6363325,0.12756348,18.220161,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
18118925129052544,38.96851868474252,5.593141310365199,8.09040619012287,-27.58544339863692,-22.20528137386583,2.2604077,4.6401253,1.0481977,3.8575442,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
756853643637996160,169.543380115591,31.526414900460445,,,,,4.6402135,0.84957457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3393017330548004224,76.14236864858779,15.403964175539897,7.806759669030735,17.431553477919525,-31.043026152287194,0.8214267,4.6403,-0.03143072,22.07505,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
659211857132536960,127.89859598008834,18.094166548299846,7.557663930167999,-59.63900424232796,-56.615281578019435,0.91394013,4.6407075,1.927316,44.27553,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3222282691086558464,81.18678542582163,1.846446899728481,2.9321394722522793,1.0469869361146436,0.43270748150018973,1.0253657,4.6411395,-0.044976234,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,40070.098,4.1522,-0.9891,415.6885,0.7386,0.7466,0.4084
3309979154404035072,69.81913777991349,15.917885549178793,18.230829894846018,81.92573483228713,-20.19515376217493,1.8693871,4.641709,0.23430204,39.81455,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
1980828991263480448,325.52362107018854,51.18961175597395,2.2726484970883414,4.93382228121121,-3.5833142095039303,1.7009183,4.642398,-0.1440301,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
2270451142963759744,317.38189524895535,68.49069786975204,5.439977069004045,-44.209930404421186,-44.92142940329978,3.3597832,4.64416,5.669257,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
1637717179389828224,264.2379136853085,68.75939576611263,42.09385489970951,1.6904400892699094,321.45150226144915,0.9330472,4.645841,0.60217667,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6391.763,3.9004,-0.4939,23.9446,0.0,0.0,0.0
2661005953843811456,350.08611451666513,5.381042277393145,9.092625365422219,78.81078050145044,-59.761476743511466,1.0155672,4.647561,1.4459774,40.499706,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,4635.763,1.9712,-0.4315,121.3031,0.5348,0.41,0.2172
143652710294349696,44.69043695121501,39.662542006966284,10.443745774915273,25.047633185782065,-41.52224793988306,0.8288228,4.6480665,0.13847303,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,9180.515,3.5365,-0.011,96.6576,0.2256,0.215,0.1145
418090121095577216,7.943449071209089,54.52217954001499,7.4272781420426846,40.48845457552588,-12.466823907416451,4.3931856,4.648081,-0.0906558,,"VARIABLE",0,true,true,false,true,false,true,true,11216.642,3.4605,0.4411,190.0325,0.0258,0.0253,0.0135
2730700972271371776,335.37950331166263,12.205209692815943,,,,,4.6489472,0.0514431,,"VARIABLE",0,false,false,false,true,false,false,false,,,,,,,
1402893450252244224,237.6942691540535,48.482917538259905,3.398059147970198,0.8550389285123323,-21.732253167437477,1.4512701,4.6493096,4.494118,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
749214855324239232,156.47800139920705,33.79585502679851,13.464997808957971,-73.71129463666128,-59.4390341488871,1.1204432,4.6493287,0.38487577,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,7192.1343,3.3605,-0.2799,77.3489,0.014,0.0127,0.0068
1938979585834537728,356.508583760975,46.42024226971481,1.6351798438682124,8.445778694682186,-7.143001668015693,3.7966776,4.65064,1.2454624,-23.014648,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
1552582200210565248,203.61271623521003,49.01609558061012,17.59519389006045,-127.91369252228066,27.81134658660695,1.5234408,4.650836,0.20594454,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
781696249874547840,163.49502223641161,43.18985211334508,13.291034496215005,44.03264808706138,-23.713622374596824,1.4637098,4.6522703,-0.018743038,-3.156114,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
1524913024458144256,199.38485314248146,40.57268849014382,12.778260883599385,-125.61423297619085,18.38584228505734,1.8076472,4.652891,0.40464687,8.620421,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,7344.1455,3.4078,-0.1779,75.8595,0.0957,0.0868,0.0464
2216195157578923136,324.4800815259345,62.08192269169192,1.025146214666492,-2.0073931496450634,-4.292918280270064,0.9830176,4.6535788,0.47771692,-14.138308,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
1744662586614707072,317.58562219320083,10.130905033190228,28.243304830530892,45.455810998074284,-152.11553324208637,1.3555261,4.6535826,0.35309362,,"VARIABLE",0,true,true,false,true,false,true,true,7404.2666,3.9904,-0.0278,36.0644,1.0E-4,1.0E-4,0.0
1211957655452987904,228.01770362563516,18.976067528873635,2.8463023469210746,-14.67050430807495,8.400310459139629,1.8053396,4.6551247,2.7136064,-35.453655,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
2143019566369485440,288.47958444257154,57.704753548001584,19.36616217878771,-7.294116879825921,-73.35318940897896,1.4730364,4.6551614,1.3128779,-32.485752,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4575.555,2.5429,-0.0708,51.8534,5.0E-4,4.0E-4,2.0E-4
